Fraction Removed,LCC Size,Number of Components
0.0354,2323,1
0.0356,2322,1
0.0358,2321,1
0.0360,2320,1
0.0362,2319,1
0.0364,2318,1
0.0366,2317,1
0.0368,2316,1
0.0370,2315,1
0.0372,2314,1
0.0374,2313,1
0.0376,2312,1
0.0378,2311,1
0.0380,2310,1
0.0382,2309,1
0.0384,2308,1
0.0386,2307,1
0.0388,2306,1
0.0390,2305,1
0.0392,2304,1
0.0394,2303,1
0.0396,2302,1
0.0398,2301,1
0.0400,2300,1
0.0402,2299,1
0.0404,2298,1
0.0406,2297,1
0.0408,2296,1
0.0410,2295,1
0.0412,2294,1
0.0414,2293,1
0.0416,2292,1
0.0418,2291,1
0.0420,2290,1
0.0422,2289,1
0.0424,2288,1
0.0426,2287,1
0.0428,2286,1
0.0430,2285,1
0.0432,2284,1
0.0434,2283,1
0.0436,2282,1
0.0438,2281,1
0.0440,2280,1
0.0442,2279,1
0.0444,2278,1
0.0446,2277,1
0.0448,2276,1
0.0450,2275,1
0.0452,2274,1
0.0454,2273,1
0.0456,2272,1
0.0458,2271,1
0.0460,2270,1
0.0462,2269,1
0.0464,2268,1
0.0466,2267,1
0.0468,2266,1
0.0470,2265,1
0.0472,2264,1
0.0474,2263,1
0.0476,2262,1
0.0478,2261,1
0.0480,2260,1
0.0482,2259,1
0.0484,2258,1
0.0486,2257,1
0.0488,2256,1
0.0490,2255,1
0.0492,2254,1
0.0494,2253,1
0.0496,2252,1
0.0498,2251,1
0.0500,2250,1
0.0502,2249,1
0.0504,2248,1
0.0506,2247,1
0.0508,2246,1
0.0510,2245,1
0.0512,2244,1
0.0514,2243,1
0.0516,2242,1
0.0518,2241,1
0.0520,2240,1
0.0522,2239,1
0.0524,2238,1
0.0526,2237,1
0.0528,2236,1
0.0530,2235,1
0.0532,2234,1
0.0534,2233,1
0.0536,2232,1
0.0538,2231,1
0.0540,2230,1
0.0542,2229,1
0.0544,2228,1
0.0546,2227,1
0.0548,2226,1
0.0550,2225,1
0.0552,2224,1
0.0554,2223,1
0.0556,2222,1
0.0558,2221,1
0.0560,2220,1
0.0562,2219,1
0.0564,2218,1
0.0566,2217,1
0.0568,2216,1
0.0570,2215,1
0.0572,2214,1
0.0574,2213,1
0.0576,2212,1
0.0578,2211,1
0.0580,2210,1
0.0582,2209,1
0.0584,2208,1
0.0586,2207,1
0.0588,2206,1
0.0590,2205,1
0.0592,2204,1
0.0594,2203,1
0.0596,2202,1
0.0598,2201,1
0.0600,2200,1
0.0602,2199,1
0.0604,2198,1
0.0606,2197,1
0.0608,2196,1
0.0610,2195,1
0.0612,2194,1
0.0614,2193,1
0.0616,2192,1
0.0618,2191,1
0.0620,2190,1
0.0622,2189,1
0.0624,2188,1
0.0626,2187,1
0.0628,2186,1
0.0630,2185,1
0.0632,2184,1
0.0634,2183,1
0.0636,2182,1
0.0638,2181,1
0.0640,2180,1
0.0642,2179,1
0.0644,2178,1
0.0646,2177,1
0.0648,2176,1
0.0650,2175,1
0.0652,2174,1
0.0654,2173,1
0.0656,2172,1
0.0658,2171,1
0.0660,2170,1
0.0662,2169,1
0.0664,2168,1
0.0666,2167,1
0.0668,2166,1
0.0670,2165,1
0.0672,2164,1
0.0674,2163,1
0.0676,2162,1
0.0678,2161,1
0.0680,2160,1
0.0682,2159,1
0.0684,2158,1
0.0686,2157,1
0.0688,2156,1
0.0690,2155,1
0.0692,2154,1
0.0694,2153,1
0.0696,2152,1
0.0698,2151,1
0.0700,2150,1
0.0702,2149,1
0.0704,2148,1
0.0706,2147,1
0.0708,2146,1
0.0710,2145,1
0.0712,2144,1
0.0714,2143,1
0.0716,2142,1
0.0718,2141,1
0.0720,2140,1
0.0722,2139,1
0.0724,2138,1
0.0726,2137,1
0.0728,2136,1
0.0730,2135,1
0.0732,2134,1
0.0734,2133,1
0.0736,2132,1
0.0738,2131,1
0.0740,2130,1
0.0742,2129,1
0.0744,2128,1
0.0746,2127,1
0.0748,2126,1
0.0750,2125,1
0.0752,2124,1
0.0754,2123,1
0.0756,2122,1
0.0758,2121,1
0.0760,2120,1
0.0762,2119,1
0.0764,2118,1
0.0766,2117,1
0.0768,2116,1
0.0770,2115,1
0.0772,2114,1
0.0774,2113,1
0.0776,2112,1
0.0778,2111,1
0.0780,2110,1
0.0782,2109,1
0.0784,2108,1
0.0786,2107,1
0.0788,2106,1
0.0790,2105,1
0.0792,2104,1
0.0794,2103,1
0.0796,2102,1
0.0798,2101,1
0.0800,2100,1
0.0802,2099,1
0.0804,2098,1
0.0806,2097,1
0.0808,2096,1
0.0810,2095,1
0.0812,2094,1
0.0814,2093,1
0.0816,2092,1
0.0818,2091,1
0.0820,2090,1
0.0822,2089,1
0.0824,2088,1
0.0826,2087,1
0.0828,2086,1
0.0830,2085,1
0.0832,2084,1
0.0834,2083,1
0.0836,2082,1
0.0838,2081,1
0.0840,2080,1
0.0842,2079,1
0.0844,2078,1
0.0846,2077,1
0.0848,2076,1
0.0850,2075,1
0.0852,2074,1
0.0854,2073,1
0.0856,2072,1
0.0858,2071,1
0.0860,2070,1
0.0862,2069,1
0.0864,2068,1
0.0866,2067,1
0.0868,2066,1
0.0870,2065,1
0.0872,2064,1
0.0874,2063,1
0.0876,2062,1
0.0878,2061,1
0.0880,2060,1
0.0882,2059,1
0.0884,2058,1
0.0886,2057,1
0.0888,2056,1
0.0890,2055,1
0.0892,2054,1
0.0894,2053,1
0.0896,2052,1
0.0898,2051,1
0.0900,2050,1
0.0902,2049,1
0.0904,2048,1
0.0906,2047,1
0.0908,2046,1
0.0910,2045,1
0.0912,2044,1
0.0914,2043,1
0.0916,2042,1
0.0918,2041,1
0.0920,2040,1
0.0922,2039,1
0.0924,2038,1
0.0926,2037,1
0.0928,2036,1
0.0930,2035,1
0.0932,2034,1
0.0934,2033,1
0.0936,2032,1
0.0938,2031,1
0.0940,2030,1
0.0942,2029,1
0.0944,2028,1
0.0946,2027,1
0.0948,2026,1
0.0950,2025,1
0.0952,2024,1
0.0954,2023,1
0.0956,2022,1
0.0958,2021,1
0.0960,2020,1
0.0962,2019,1
0.0964,2018,1
0.0966,2017,1
0.0968,2016,1
0.0970,2015,1
0.0972,2014,1
0.0974,2013,1
0.0976,2012,1
0.0978,2011,1
0.0980,2010,1
0.0982,2009,1
0.0984,2008,1
0.0986,2007,1
0.0988,2006,1
0.0990,2005,1
0.0992,2004,1
0.0994,2003,1
0.0996,2002,1
0.0998,2001,1
0.1000,2000,1
0.1002,1999,1
0.1004,1998,1
0.1006,1997,1
0.1008,1996,1
0.1010,1995,1
0.1012,1994,1
0.1014,1993,1
0.1016,1992,1
0.1018,1991,1
0.1020,1990,1
0.1022,1989,1
0.1024,1988,1
0.1026,1987,1
0.1028,1986,1
0.1030,1985,1
0.1032,1984,1
0.1034,1983,1
0.1036,1982,1
0.1038,1981,1
0.1040,1980,1
0.1042,1979,1
0.1044,1978,1
0.1046,1977,1
0.1048,1976,1
0.1050,1975,1
0.1052,1974,1
0.1054,1973,1
0.1056,1972,1
0.1058,1971,1
0.1060,1970,1
0.1062,1969,1
0.1064,1968,1
0.1066,1967,1
0.1068,1966,1
0.1070,1965,1
0.1072,1964,1
0.1074,1963,1
0.1076,1962,1
0.1078,1961,1
0.1080,1960,1
0.1082,1959,1
0.1084,1958,1
0.1086,1957,1
0.1088,1956,1
0.1090,1955,1
0.1092,1954,1
0.1094,1953,1
0.1096,1952,1
0.1098,1951,1
0.1100,1950,1
0.1102,1949,1
0.1104,1948,1
0.1106,1947,1
0.1108,1946,1
0.1110,1945,1
0.1112,1944,1
0.1114,1943,1
0.1116,1942,1
0.1118,1941,1
0.1120,1940,1
0.1122,1939,1
0.1124,1938,1
0.1126,1937,1
0.1128,1936,1
0.1130,1935,1
0.1132,1934,1
0.1134,1933,1
0.1136,1932,1
0.1138,1930,2
0.1140,1929,2
0.1142,1928,2
0.1144,1927,2
0.1146,1926,2
0.1148,1925,2
0.1150,1924,2
0.1152,1923,2
0.1154,1922,2
0.1156,1921,2
0.1158,1920,2
0.1160,1919,2
0.1162,1918,2
0.1164,1917,2
0.1166,1916,2
0.1168,1915,2
0.1170,1914,2
0.1172,1913,2
0.1174,1912,2
0.1176,1911,2
0.1178,1910,2
0.1180,1909,2
0.1182,1908,2
0.1184,1907,2
0.1186,1906,2
0.1188,1905,2
0.1190,1904,2
0.1192,1903,2
0.1194,1902,2
0.1196,1901,2
0.1198,1900,2
0.1200,1899,2
0.1202,1898,2
0.1204,1897,2
0.1206,1896,2
0.1208,1895,2
0.1210,1894,2
0.1212,1893,2
0.1214,1892,2
0.1216,1891,2
0.1218,1890,2
0.1220,1889,2
0.1222,1888,2
0.1224,1887,2
0.1226,1886,2
0.1228,1885,2
0.1230,1884,2
0.1232,1883,2
0.1234,1882,2
0.1236,1881,2
0.1238,1880,2
0.1240,1879,2
0.1242,1878,2
0.1244,1877,2
0.1246,1876,2
0.1248,1875,2
0.1250,1874,2
0.1252,1873,2
0.1254,1872,2
0.1256,1871,2
0.1258,1870,2
0.1260,1869,2
0.1262,1868,2
0.1264,1867,2
0.1266,1866,2
0.1268,1865,2
0.1270,1864,2
0.1272,1863,2
0.1274,1862,2
0.1276,1861,2
0.1278,1860,2
0.1280,1859,2
0.1282,1858,2
0.1284,1857,2
0.1286,1856,2
0.1288,1855,2
0.1290,1854,2
0.1292,1852,3
0.1294,1851,3
0.1296,1850,3
0.1298,1849,3
0.1300,1848,3
0.1302,1847,3
0.1304,1846,3
0.1306,1845,3
0.1308,1844,3
0.1310,1843,3
0.1312,1842,3
0.1314,1839,4
0.1316,1838,4
0.1318,1837,4
0.1320,1836,4
0.1322,1835,4
0.1324,1834,4
0.1326,1833,4
0.1328,1832,4
0.1330,1831,4
0.1332,1830,4
0.1334,1829,4
0.1336,1828,4
0.1338,1827,4
0.1340,1826,4
0.1342,1825,4
0.1344,1824,4
0.1346,1823,4
0.1348,1822,4
0.1350,1821,4
0.1352,1820,4
0.1354,1819,4
0.1356,1818,4
0.1358,1817,4
0.1360,1816,4
0.1362,1815,4
0.1364,1814,4
0.1366,1813,4
0.1368,1812,4
0.1370,1811,4
0.1372,1810,4
0.1374,1809,4
0.1376,1808,4
0.1378,1807,4
0.1380,1806,4
0.1382,1805,4
0.1384,1804,4
0.1386,1803,4
0.1388,1802,4
0.1390,1801,4
0.1392,1800,4
0.1394,1799,4
0.1396,1798,4
0.1398,1797,4
0.1400,1796,4
0.1402,1795,4
0.1404,1794,4
0.1406,1793,4
0.1408,1792,4
0.1410,1791,4
0.1412,1790,4
0.1414,1789,4
0.1416,1788,4
0.1418,1787,4
0.1420,1786,4
0.1422,1785,4
0.1424,1784,4
0.1426,1783,4
0.1428,1782,4
0.1430,1781,4
0.1432,1780,4
0.1434,1779,4
0.1436,1778,4
0.1438,1777,4
0.1440,1776,4
0.1442,1775,4
0.1444,1774,4
0.1446,1773,4
0.1448,1772,4
0.1450,1771,4
0.1452,1770,4
0.1454,1769,4
0.1456,1768,4
0.1458,1767,4
0.1460,1766,4
0.1462,1765,4
0.1464,1764,4
0.1466,1763,4
0.1468,1761,5
0.1470,1760,5
0.1472,1759,5
0.1474,1758,5
0.1476,1757,5
0.1478,1756,5
0.1480,1755,5
0.1482,1754,5
0.1484,1753,5
0.1486,1751,6
0.1488,1750,6
0.1490,1749,6
0.1492,1748,6
0.1494,1747,6
0.1496,1745,7
0.1498,1744,7
0.1500,1743,7
0.1502,1742,7
0.1504,1741,7
0.1506,1740,7
0.1508,1739,7
0.1510,1738,7
0.1512,1737,7
0.1514,1736,7
0.1516,1735,7
0.1518,1734,7
0.1520,1733,7
0.1522,1732,7
0.1524,1731,7
0.1526,1730,7
0.1528,1729,7
0.1530,1728,7
0.1532,1727,7
0.1534,1726,7
0.1536,1725,7
0.1538,1724,7
0.1540,1723,7
0.1542,1722,7
0.1544,1721,7
0.1546,1720,7
0.1548,1719,7
0.1550,1718,7
0.1552,1717,7
0.1554,1716,7
0.1556,1715,7
0.1558,1714,7
0.1560,1713,7
0.1562,1712,7
0.1564,1711,7
0.1566,1710,7
0.1568,1709,7
0.1570,1708,7
0.1572,1707,7
0.1574,1706,7
0.1576,1705,7
0.1578,1704,7
0.1580,1703,7
0.1582,1702,7
0.1584,1701,7
0.1586,1700,7
0.1588,1699,7
0.1590,1696,8
0.1592,1695,8
0.1594,1694,8
0.1596,1693,8
0.1598,1692,8
0.1600,1691,8
0.1602,1690,8
0.1604,1689,8
0.1606,1688,8
0.1608,1687,8
0.1610,1686,8
0.1612,1685,8
0.1614,1684,8
0.1616,1683,8
0.1618,1682,8
0.1620,1681,8
0.1622,1680,8
0.1624,1679,8
0.1626,1678,8
0.1628,1677,8
0.1630,1676,8
0.1632,1675,8
0.1634,1674,8
0.1636,1673,8
0.1638,1672,8
0.1640,1671,8
0.1642,1670,8
0.1644,1669,8
0.1646,1668,8
0.1648,1667,8
0.1650,1666,8
0.1652,1665,8
0.1654,1664,8
0.1656,1662,9
0.1658,1661,9
0.1660,1660,9
0.1662,1659,9
0.1664,1657,10
0.1666,1656,10
0.1668,1655,10
0.1670,1654,10
0.1672,1653,10
0.1674,1652,10
0.1676,1651,10
0.1678,1650,10
0.1680,1649,10
0.1682,1648,10
0.1684,1647,10
0.1686,1646,10
0.1688,1645,10
0.1690,1644,10
0.1692,1643,10
0.1694,1642,10
0.1696,1641,10
0.1698,1640,10
0.1700,1639,10
0.1702,1638,10
0.1704,1637,10
0.1706,1636,10
0.1708,1635,10
0.1710,1634,10
0.1712,1633,10
0.1714,1632,10
0.1716,1631,10
0.1718,1630,10
0.1720,1629,10
0.1722,1628,10
0.1724,1627,10
0.1726,1626,10
0.1728,1625,10
0.1730,1624,10
0.1732,1623,10
0.1734,1622,10
0.1736,1621,10
0.1738,1620,10
0.1740,1619,10
0.1742,1618,10
0.1744,1617,10
0.1746,1616,10
0.1748,1615,10
0.1750,1614,10
0.1752,1613,10
0.1754,1612,10
0.1756,1612,9
0.1758,1611,9
0.1760,1610,9
0.1762,1609,9
0.1764,1607,10
0.1766,1606,10
0.1768,1605,10
0.1770,1604,10
0.1772,1603,10
0.1774,1602,10
0.1776,1601,10
0.1778,1600,10
0.1780,1599,10
0.1782,1598,10
0.1784,1597,10
0.1786,1596,10
0.1788,1594,11
0.1790,1593,11
0.1792,1592,11
0.1794,1591,11
0.1796,1590,11
0.1798,1589,11
0.1800,1588,11
0.1802,1587,11
0.1804,1586,11
0.1806,1585,11
0.1808,1584,11
0.1810,1582,12
0.1812,1581,12
0.1814,1580,12
0.1816,1579,12
0.1818,1578,12
0.1820,1577,12
0.1822,1576,12
0.1824,1575,12
0.1826,1574,12
0.1828,1573,12
0.1830,1572,12
0.1832,1571,12
0.1834,1570,12
0.1836,1569,12
0.1838,1568,12
0.1840,1567,12
0.1842,1566,12
0.1844,1565,12
0.1846,1564,12
0.1848,1563,12
0.1850,1562,12
0.1852,1562,11
0.1854,1561,11
0.1856,1560,11
0.1858,1559,11
0.1860,1558,11
0.1862,1557,11
0.1864,1556,11
0.1866,1555,11
0.1868,1554,11
0.1870,1553,11
0.1872,1552,11
0.1874,1550,12
0.1876,1549,12
0.1878,1548,12
0.1880,1547,12
0.1882,1546,12
0.1884,1545,12
0.1886,1544,12
0.1888,1543,12
0.1890,1542,12
0.1892,1541,12
0.1894,1540,12
0.1896,1539,12
0.1898,1538,12
0.1900,1537,12
0.1902,1536,12
0.1904,1535,12
0.1906,1534,12
0.1908,1533,12
0.1910,1532,12
0.1912,1531,12
0.1914,1530,12
0.1916,1529,12
0.1918,1528,12
0.1920,1527,12
0.1922,1526,12
0.1924,1525,12
0.1926,1524,12
0.1928,1523,12
0.1930,1522,12
0.1932,1521,12
0.1934,1520,12
0.1936,1519,12
0.1938,1518,12
0.1940,1516,13
0.1942,1515,13
0.1944,1514,13
0.1946,1513,13
0.1948,1512,13
0.1950,1511,13
0.1952,1510,13
0.1954,1509,13
0.1956,1508,13
0.1958,1507,13
0.1960,1506,13
0.1962,1505,13
0.1964,1504,13
0.1966,1503,13
0.1968,1502,13
0.1970,1501,13
0.1972,1500,13
0.1974,1499,13
0.1976,1498,13
0.1978,1497,13
0.1980,1496,13
0.1982,1495,13
0.1984,1494,13
0.1986,1493,13
0.1988,1492,13
0.1990,1491,13
0.1992,1490,13
0.1994,1489,13
0.1996,1488,13
0.1998,1486,14
0.2000,1485,14
0.2002,1483,15
0.2004,1482,15
0.2006,1481,15
0.2008,1480,15
0.2010,1479,15
0.2012,1478,15
0.2014,1477,15
0.2016,1476,15
0.2018,1476,14
0.2020,1475,14
0.2022,1474,14
0.2024,1473,14
0.2026,1472,14
0.2028,1471,14
0.2030,1470,14
0.2032,1469,14
0.2034,1468,14
0.2036,1467,14
0.2038,1466,14
0.2040,1465,14
0.2042,1464,14
0.2044,1463,14
0.2046,1462,14
0.2048,1461,14
0.2050,1460,14
0.2052,1459,14
0.2054,1458,14
0.2056,1457,14
0.2058,1456,14
0.2060,1454,15
0.2062,1453,15
0.2064,1452,15
0.2066,1451,15
0.2068,1450,15
0.2070,1449,15
0.2072,1448,15
0.2074,1446,16
0.2076,1445,16
0.2078,1444,16
0.2080,1443,16
0.2082,1442,16
0.2084,1440,17
0.2086,1439,17
0.2088,1438,17
0.2090,1437,17
0.2092,1433,20
0.2094,1432,20
0.2096,1431,20
0.2098,1430,20
0.2100,1430,19
0.2102,1429,19
0.2104,1428,19
0.2106,1427,19
0.2108,1426,19
0.2110,1425,19
0.2112,1424,19
0.2114,1423,19
0.2116,1422,19
0.2118,1421,19
0.2120,1420,19
0.2122,1419,19
0.2124,1418,19
0.2126,1417,19
0.2128,1416,19
0.2130,1415,19
0.2132,1413,20
0.2134,1412,20
0.2136,1411,20
0.2138,1410,20
0.2140,1409,20
0.2142,1408,20
0.2144,1407,20
0.2146,1406,20
0.2148,1405,20
0.2150,1404,20
0.2152,1403,20
0.2154,1402,20
0.2156,1401,20
0.2158,1400,20
0.2160,1399,20
0.2162,1398,20
0.2164,1397,20
0.2166,1396,20
0.2168,1395,20
0.2170,1394,20
0.2172,1393,20
0.2174,1392,20
0.2176,1391,20
0.2178,1390,20
0.2180,1389,20
0.2182,1388,20
0.2184,1387,20
0.2186,1387,19
0.2188,1386,19
0.2190,1385,19
0.2192,1384,19
0.2194,1383,19
0.2196,1382,19
0.2198,1381,19
0.2200,1380,19
0.2202,1379,19
0.2204,1378,19
0.2206,1377,19
0.2208,1376,19
0.2210,1375,19
0.2212,1374,19
0.2214,1373,19
0.2216,1371,20
0.2218,1370,20
0.2220,1369,20
0.2222,1368,20
0.2224,1367,20
0.2226,1366,20
0.2228,1365,20
0.2230,1364,20
0.2232,1363,20
0.2234,1361,21
0.2236,1359,22
0.2238,1358,22
0.2240,1357,22
0.2242,1356,22
0.2244,1355,22
0.2246,1354,22
0.2248,1353,22
0.2250,1352,22
0.2252,1351,22
0.2254,1349,23
0.2256,1348,23
0.2258,1346,24
0.2260,1344,25
0.2262,1343,25
0.2264,1342,25
0.2266,1341,25
0.2268,1340,25
0.2270,1339,25
0.2272,1338,25
0.2274,1337,25
0.2276,1336,25
0.2278,1335,25
0.2280,1334,25
0.2282,1333,25
0.2284,1332,25
0.2286,1331,25
0.2288,1329,26
0.2290,1328,26
0.2292,1327,26
0.2294,1326,26
0.2296,1325,26
0.2298,1325,25
0.2300,1324,25
0.2302,1323,25
0.2304,1322,25
0.2306,1321,25
0.2308,1320,25
0.2310,1319,25
0.2312,1318,25
0.2314,1317,25
0.2316,1316,25
0.2318,1314,26
0.2320,1313,26
0.2322,1312,26
0.2324,1311,26
0.2326,1310,26
0.2328,1309,26
0.2330,1307,27
0.2332,1306,27
0.2334,1305,27
0.2336,1304,27
0.2338,1303,27
0.2340,1302,27
0.2342,1301,27
0.2344,1300,27
0.2346,1298,28
0.2348,1297,28
0.2350,1296,28
0.2352,1295,28
0.2354,1294,28
0.2356,1293,28
0.2358,1292,28
0.2360,1291,28
0.2362,1290,28
0.2364,1289,28
0.2366,1288,28
0.2368,1287,28
0.2370,1285,29
0.2372,1284,29
0.2374,1284,28
0.2376,1283,28
0.2378,1282,28
0.2380,1281,28
0.2382,1280,28
0.2384,1279,28
0.2386,1278,28
0.2388,1277,28
0.2390,1276,28
0.2392,1275,28
0.2394,1273,29
0.2396,1272,29
0.2398,1271,29
0.2400,1270,29
0.2402,1269,29
0.2404,1268,29
0.2406,1266,30
0.2408,1265,30
0.2410,1264,30
0.2412,1263,30
0.2414,1262,30
0.2416,1261,30
0.2418,1260,30
0.2420,1259,30
0.2422,1257,31
0.2424,1256,31
0.2426,1255,31
0.2428,1253,32
0.2430,1252,32
0.2432,1251,32
0.2434,1250,32
0.2436,1249,32
0.2438,1248,32
0.2440,1246,33
0.2442,1245,33
0.2444,1244,33
0.2446,1243,33
0.2448,1242,33
0.2450,1240,34
0.2452,1239,34
0.2454,1238,34
0.2456,1237,34
0.2458,1236,34
0.2460,1235,34
0.2462,1234,34
0.2464,1232,35
0.2466,1231,35
0.2468,1230,35
0.2470,1229,35
0.2472,1228,35
0.2474,1227,35
0.2476,1226,35
0.2478,1225,35
0.2480,1224,35
0.2482,1223,35
0.2484,1222,35
0.2486,1221,35
0.2488,1220,35
0.2490,1219,35
0.2492,1218,35
0.2494,1217,35
0.2496,1215,36
0.2498,1214,36
0.2500,1212,37
0.2502,1211,37
0.2504,1209,38
0.2506,1208,38
0.2508,1208,37
0.2510,1207,37
0.2512,1206,37
0.2514,1205,37
0.2516,1204,37
0.2518,1203,37
0.2520,1202,37
0.2522,1201,37
0.2524,1200,37
0.2526,1199,37
0.2528,1198,37
0.2530,1197,37
0.2532,1196,37
0.2534,1195,37
0.2536,1194,37
0.2538,1193,37
0.2540,1191,38
0.2542,1190,38
0.2544,1189,38
0.2546,1188,38
0.2548,1187,38
0.2550,1187,37
0.2552,1186,37
0.2554,1185,37
0.2556,1184,37
0.2558,1180,39
0.2560,1179,39
0.2562,1177,40
0.2564,1176,40
0.2566,1175,40
0.2568,1174,40
0.2570,1173,40
0.2572,1172,40
0.2574,1171,40
0.2576,1170,40
0.2578,1169,40
0.2580,1168,40
0.2582,1167,40
0.2584,1166,40
0.2586,1164,41
0.2588,1163,41
0.2590,1162,41
0.2592,1161,41
0.2594,1160,41
0.2596,1159,41
0.2598,1158,41
0.2600,1157,41
0.2602,1155,42
0.2604,1154,42
0.2606,1153,42
0.2608,1153,42
0.2610,1152,42
0.2612,1151,42
0.2614,1150,42
0.2616,1149,42
0.2618,1148,42
0.2620,1147,42
0.2622,1146,42
0.2624,1145,42
0.2626,1144,42
0.2628,1143,42
0.2630,1142,42
0.2632,1140,43
0.2634,1139,43
0.2636,1138,43
0.2638,1137,43
0.2640,1136,43
0.2642,1135,43
0.2644,1134,43
0.2646,1133,43
0.2648,1132,43
0.2650,1131,43
0.2652,1130,43
0.2654,1129,43
0.2656,1128,43
0.2658,1127,43
0.2660,1126,43
0.2662,1125,43
0.2664,1124,43
0.2666,1123,43
0.2668,1121,44
0.2670,1120,44
0.2672,1119,44
0.2674,1117,45
0.2676,1116,45
0.2678,1115,45
0.2680,1114,45
0.2682,1113,45
0.2684,1112,45
0.2686,1111,45
0.2688,1109,46
0.2690,1108,46
0.2692,1107,46
0.2694,1106,46
0.2696,1105,46
0.2698,1103,47
0.2700,1102,47
0.2702,1101,47
0.2704,1100,47
0.2706,1098,48
0.2708,1097,48
0.2710,1096,48
0.2712,1096,47
0.2714,1095,47
0.2716,1094,47
0.2718,1093,47
0.2720,1092,47
0.2722,1091,47
0.2724,1090,47
0.2726,1089,47
0.2728,1088,47
0.2730,1087,47
0.2732,1085,48
0.2734,1084,48
0.2736,1081,49
0.2738,1080,49
0.2740,1079,49
0.2742,1078,49
0.2744,1077,49
0.2746,1074,51
0.2748,1073,51
0.2750,1073,50
0.2752,1071,51
0.2754,1068,53
0.2756,1066,54
0.2758,1065,54
0.2760,1064,54
0.2762,1063,54
0.2764,1062,54
0.2766,1060,55
0.2768,1059,55
0.2770,1058,55
0.2772,1057,55
0.2774,1057,54
0.2776,1056,54
0.2778,1055,54
0.2780,1054,54
0.2782,1049,57
0.2784,1049,56
0.2786,1048,56
0.2788,1046,57
0.2790,1045,57
